Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.6774650339924929, 0.48013829426868615, 0.6084356512780272, 0.0, 
0.6771072765794219, 0.48265154540157157, 0.6099434736410818, 0.0, 
0.6980832264910998, 0.5164909978013943, 0.6303587485954856, 0.0, 
0.6971867005698107, 0.5296355304727551, 0.6323234212110284, 0.0, 
0.6761100445855087, 0.49025942908925674, 0.6048585681651121, 0.0, 
0.6861070816163671, 0.4856989805058661, 0.6137941561854499, 0.0, 
0.6807713842910529, 0.4915984600940517, 0.613543421076344, 0.0, 
0.691094142685541, 0.5154469044214931, 0.6242544543192989, 0.0, 
0.6900998648016851, 0.507055780527015, 0.6149179229371451, 0.0, 
0.6538320677495677, 0.4198512736339353, 0.5842428419486171, 0.0, 
0.6941959036040695, 0.5099907498768768, 0.626601351400237, 0.0, 
0.703401078547801, 0.5222953455082525, 0.6332839447995194, 0.0, 
0.6863046819929791, 0.49553559118043766, 0.617498834486718, 0.0, 
0.6783989770414204, 0.47269957085696357, 0.6047771406979933, 0.0, 
0.7089453094190825, 0.5336614654387499, 0.6434335481673581, 0.0, 
0.6765847243265058, 0.4824542816958918, 0.6076080310299173, 0.0, 
0.6845294594044183, 0.4764785968979918, 0.6122062523159301, 0.0, 
0.6531096262316324, 0.4161717597314225, 0.5780018056968451, 0.0, 
0.6711344516291998, 0.4616676422546762, 0.5975990722903018, 0.0, 
0.697152218819015, 0.5184260420141915, 0.6317497432876571, 0.0, 
0.7183882005046223, 0.5684274140366536, 0.655125248622787, 0.0, 
0.6862932038674322, 0.5101410599781603, 0.616917584008569, 0.0, 
0.6964752895322958, 0.5145453977887159, 0.6281325744688265, 0.0, 
0.699131402940103, 0.5167368196071803, 0.6309208807690269, 0.0, 
0.6975007583276547, 0.512155769194702, 0.6290471707217509, 0.0, 
