Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.5364390173602376, 0.4684078201837534, 0.48209585426287943, 0.0, 
0.5551173698467442, 0.4939646581130504, 0.5161789960634793, 0.0, 
0.48293186701661117, 0.38519646015998266, 0.44353666681309656, 0.0, 
0.5018730422280314, 0.39923635186268785, 0.4613265781792019, 0.0, 
0.5452879688489322, 0.47308473255012784, 0.5063711845502294, 0.0, 
0.5509752742754517, 0.4784597750233027, 0.5057199367455827, 0.0, 
0.5670152099704818, 0.49550843590327504, 0.5161066652523455, 0.0, 
0.48721849157437835, 0.4479946843146029, 0.4359581563449393, 0.0, 
0.5460186508754372, 0.42892275360168397, 0.5186249666888371, 0.0, 
0.6146140707748883, 0.5608275277299191, 0.5820987232047018, 0.0, 
0.5560024718370941, 0.4614428249715375, 0.5123195560021674, 0.0, 
0.5630677856859224, 0.47223117129567266, 0.5260853700682556, 0.0, 
0.5296236305198676, 0.46653527767504305, 0.4784199072825788, 0.0, 
0.5354172221414383, 0.4655080903234333, 0.47926522563923524, 0.0, 
0.5379143566389343, 0.45940628095078484, 0.49676114937243016, 0.0, 
0.4834117281183963, 0.4403796276761141, 0.432569882154843, 0.0, 
0.4465683449460618, 0.35831340559043134, 0.3894416935428608, 0.0, 
0.5169831085635141, 0.4197057804309421, 0.4661710425147889, 0.0, 
0.5478581073612618, 0.4516244476791465, 0.5089417124548207, 0.0, 
0.6113994121815154, 0.5806400928946752, 0.5745883473894868, 0.0, 
0.49946305959709436, 0.43011486706692525, 0.44773186359744016, 0.0, 
0.48504280653318166, 0.40803495498309156, 0.44262913470164394, 0.0, 
0.56159462324148, 0.47427856345841474, 0.5164215018181254, 0.0, 
0.549165989722062, 0.44599633641254377, 0.5134595443618905, 0.0, 
0.5433304872696698, 0.4328888241691629, 0.49982041074349814, 0.0, 
