Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.9975440264026404, 0.9631603960396037, 0.9877201320132012, 0.0, 
0.9849737293729374, 0.7746059405940596, 0.9248686468646866, 0.0, 
0.999819669966997, 0.9972950495049506, 0.9990983498349831, 0.0, 
0.9658154455445547, 0.487231683168317, 0.8290772277227723, 0.0, 
0.9845943234323432, 0.7689148514851487, 0.9229716171617156, 0.0, 
0.9657478547854786, 0.4862178217821782, 0.8287392739273917, 0.0, 
0.9641341254125416, 0.46201188118811876, 0.8206706270627067, 0.0, 
0.9947832343234329, 0.9217485148514856, 0.9739161716171624, 0.0, 
0.9598158415841586, 0.3972376237623765, 0.799079207920792, 0.0, 
0.9758435643564353, 0.6376534653465346, 0.8792178217821777, 0.0, 
0.9662025082508254, 0.4930376237623764, 0.8310125412541248, 0.0, 
0.9657788778877886, 0.48668316831683156, 0.8288943894389444, 0.0, 
0.9660904290429045, 0.49135643564356424, 0.8304521452145215, 0.0, 
0.9671944554455448, 0.5079168316831684, 0.8359722772277229, 0.0, 
0.9678578217821785, 0.5178673267326734, 0.8392891089108909, 0.0, 
0.9577536633663365, 0.3663049504950496, 0.7887683168316826, 0.0, 
0.9721705610561059, 0.5069148514851488, 0.8608528052805282, 0.0, 
0.9819716171617165, 0.7295742574257431, 0.9098580858085806, 0.0, 
0.9817610561056109, 0.7264158415841585, 0.9088052805280528, 0.0, 
0.9831751815181519, 0.7476277227722772, 0.9158759075907587, 0.0, 
0.9782112211221122, 0.6731683168316832, 0.8910561056105614, 0.0, 
0.9660034323432344, 0.490051485148515, 0.830017161716171, 0.0, 
0.9689592079207925, 0.5343881188118811, 0.8447960396039605, 0.0, 
0.9768962376237623, 0.6534435643564359, 0.8844811881188118, 0.0, 
0.9843168316831683, 0.7647524752475247, 0.9215841584158417, 0.0, 
