Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.9657544554455451, 0.48631683168316836, 0.8287722772277226, 0.0, 
0.987190891089109, 0.8078633663366337, 0.9359544554455445, 0.0, 
0.9787246204620454, 0.6808693069306929, 0.8936231023102312, 0.0, 
0.976404356435643, 0.6460653465346533, 0.8820217821782176, 0.0, 
0.9852855445544555, 0.7792831683168319, 0.9264277227722771, 0.0, 
0.9843136633663364, 0.7647049504950499, 0.9215683168316829, 0.0, 
0.9887699009900986, 0.8315485148514855, 0.9438495049504955, 0.0, 
0.9817177557755778, 0.7257663366336637, 0.9085887788778878, 0.0, 
0.9602018481848181, 0.4030277227722772, 0.8010092409240929, 0.0, 
0.9726814521452145, 0.5902217821782179, 0.8634072607260724, 0.0, 
0.9831004620462045, 0.7465069306930693, 0.9155023102310228, 0.0, 
0.9892142574257429, 0.8382138613861387, 0.9460712871287124, 0.0, 
0.9796976897689764, 0.6954653465346534, 0.898488448844884, 0.0, 
0.9801795379537953, 0.7026930693069312, 0.9008976897689767, 0.0, 
0.9802517491749176, 0.7037762376237625, 0.9012587458745875, 0.0, 
0.9695180198019806, 0.542770297029703, 0.8475900990099012, 0.0, 
0.963787194719472, 0.45680792079207944, 0.8189359735973597, 0.0, 
0.9697927392739275, 0.5468910891089109, 0.848963696369637, 0.0, 
0.9717758415841584, 0.5766376237623764, 0.8588792079207922, 0.0, 
0.9898245544554459, 0.8473683168316832, 0.9491227722772281, 0.0, 
0.9744318151815176, 0.6164772277227722, 0.8721590759075907, 0.0, 
0.9803097029702973, 0.7046455445544555, 0.9015485148514847, 0.0, 
0.987341914191419, 0.810128712871287, 0.9367095709570955, 0.0, 
0.9902289108910891, 0.8534336633663364, 0.9511445544554453, 0.0, 
0.9895031023102309, 0.8425465346534654, 0.9475155115511555, 0.0, 
