Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.5480365061216822, 0.45402291733090744, 0.5154774846846244, 0.0, 
0.5462252411776329, 0.46966768311691476, 0.5164374802923162, 0.0, 
0.5298232097841405, 0.4574025736654424, 0.5028231567731564, 0.0, 
0.4898876911207958, 0.4037279193242797, 0.4520009995090367, 0.0, 
0.5194764164283576, 0.4478469684824929, 0.4916027469502875, 0.0, 
0.5374804427683166, 0.46451355849509696, 0.5074914484006421, 0.0, 
0.5395959558429961, 0.45935099725904177, 0.5096730896906072, 0.0, 
0.5492516061290146, 0.47302229227651005, 0.5200681117536217, 0.0, 
0.5335265671123909, 0.4524410968437282, 0.5022259567869785, 0.0, 
0.5553690442535003, 0.46656513137527816, 0.5295434299324872, 0.0, 
0.5570679738868635, 0.4575214011867882, 0.5265265094564618, 0.0, 
0.5423224915181672, 0.4511335219678275, 0.5122818894110209, 0.0, 
0.5369936118344306, 0.4588212076861171, 0.5053911418163091, 0.0, 
0.5532632121889866, 0.461653134140529, 0.5218789602578698, 0.0, 
0.5251379632437062, 0.4516995520129905, 0.49736353426654856, 0.0, 
0.5150478003754191, 0.4225018782881003, 0.48288047597439454, 0.0, 
0.5575935272938278, 0.46378810130767156, 0.5249668282749871, 0.0, 
0.5453522064825408, 0.44267732572971086, 0.508922501214288, 0.0, 
0.5357991922462814, 0.46059578870366846, 0.5085252443629694, 0.0, 
0.5363648171458734, 0.45148003788934166, 0.5042696284759361, 0.0, 
0.5411043947560402, 0.46296144987562665, 0.5106767758687444, 0.0, 
0.5341545496138334, 0.4521210178814301, 0.5019109063612164, 0.0, 
0.5607589025649027, 0.461055150186609, 0.5302785044141386, 0.0, 
0.5451886736320922, 0.45875634701643003, 0.5168971502785522, 0.0, 
0.5506030567269011, 0.4594448205965131, 0.5226037364617483, 0.0, 
