Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.6355932853611983, 0.503990966046359, 0.5922505542987575, 0.0, 
0.6110561024243092, 0.43619517059373986, 0.5631302919087596, 0.0, 
0.5920676961415674, 0.44843632505745934, 0.5329162829903278, 0.0, 
0.5961344268218749, 0.449519383987115, 0.5398244357592503, 0.0, 
0.5978394394637916, 0.4491997062800569, 0.549163710397669, 0.0, 
0.6162631876201354, 0.4841284976899966, 0.5898081278116185, 0.0, 
0.6365253863008942, 0.5040985027213009, 0.6069726574082611, 0.0, 
0.6166934148690681, 0.4680324464877841, 0.5682219611316098, 0.0, 
0.5937584179617058, 0.42731525827078753, 0.5560373208606536, 0.0, 
0.5773444436687692, 0.4075813397318234, 0.5197022792711525, 0.0, 
0.60666214588528, 0.4205194599054858, 0.5657743997839866, 0.0, 
0.605680990201789, 0.44923485915232786, 0.561708158497005, 0.0, 
0.5900375126194283, 0.40295310018281827, 0.5450970540018399, 0.0, 
0.5736456545925205, 0.39301860974241504, 0.5261206497445583, 0.0, 
0.6074714250305674, 0.4417357968391106, 0.5648995859139982, 0.0, 
0.5987647590736355, 0.42689690574842, 0.551964873484264, 0.0, 
0.6194121826943343, 0.45435824597448005, 0.5834421041685849, 0.0, 
0.5838374789527032, 0.4042990790488831, 0.5378548041488349, 0.0, 
0.5941393003213811, 0.43983901741658266, 0.544882933577172, 0.0, 
0.5373674075924804, 0.32429938195969826, 0.46282688676786937, 0.0, 
0.6425414585941621, 0.5030707971097811, 0.5950794521612126, 0.0, 
0.6205905497912926, 0.4819592606346434, 0.5696005626608818, 0.0, 
0.55755900038952, 0.37356769580040455, 0.49772474551796075, 0.0, 
0.6007476523123354, 0.459580448506144, 0.5623272380841462, 0.0, 
0.6276589394371773, 0.4684866851215895, 0.5898966645827723, 0.0, 
