Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.7934104716231227, 0.641097461564195, 0.7175130017651221, 0.0, 
0.8071395765534845, 0.6758991314190557, 0.7422162848391243, 0.0, 
0.7929308225737105, 0.6504645882072381, 0.7204658314728479, 0.0, 
0.7924456004001853, 0.6303469731574274, 0.7183726394044486, 0.0, 
0.7842390133157003, 0.6374390794889034, 0.7097209734997615, 0.0, 
0.7856806464950412, 0.6578207968992225, 0.7087710321964329, 0.0, 
0.7824516492943523, 0.6132029554418695, 0.7013412242773343, 0.0, 
0.8020304593506014, 0.6604649723802735, 0.7268993065081948, 0.0, 
0.7973898093425171, 0.654468096443971, 0.7264905087769415, 0.0, 
0.7988753416342407, 0.6517961848831636, 0.727215402815046, 0.0, 
0.7834971654386554, 0.6321731660749855, 0.7059116249706529, 0.0, 
0.7940381268844202, 0.6535915343266782, 0.7194704345048816, 0.0, 
0.7944012425886922, 0.638798172752831, 0.7174087987013611, 0.0, 
0.794562643602617, 0.6537716819412803, 0.7197046510096756, 0.0, 
0.7856158140865115, 0.6455860753610666, 0.7108115787080407, 0.0, 
0.7880676347210248, 0.6358649216514429, 0.7124261441251698, 0.0, 
0.8102115611813052, 0.6834893627749599, 0.7433350483671628, 0.0, 
0.7943604601261378, 0.6399751914002337, 0.714164526019076, 0.0, 
0.8041406466000678, 0.6868105992500616, 0.7312745337973825, 0.0, 
0.799159886739497, 0.6584137100674219, 0.7239586000387468, 0.0, 
0.7963208505330575, 0.6619701602341866, 0.7266104861185998, 0.0, 
0.7922385988212022, 0.6427271043102896, 0.7170870524784103, 0.0, 
0.7991571747467976, 0.6642928751387117, 0.7275003660038436, 0.0, 
0.8042113151916759, 0.6722274764395025, 0.7338804244027695, 0.0, 
0.7839041316588042, 0.6453635576498657, 0.7036398311134976, 0.0, 
