Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.5627324367680389, 0.5094319012607886, 0.5422520148234741, 0.0, 
0.4885644181862174, 0.44625813474638265, 0.4619468533908768, 0.0, 
0.547294609487763, 0.49603020961054767, 0.5382419177699146, 0.0, 
0.5597098539391034, 0.5261403847785303, 0.5382203778126642, 0.0, 
0.5333143345149071, 0.4871274263743052, 0.5117950887078095, 0.0, 
0.5960564876394224, 0.5254476855824639, 0.5888468021546042, 0.0, 
0.5600325556310725, 0.5219475674199396, 0.5393034603081877, 0.0, 
0.5287634089411173, 0.46521266838093006, 0.5038499074895503, 0.0, 
0.4847228536202931, 0.45303182551331683, 0.4531845961757804, 0.0, 
0.5299426036402424, 0.4907259902310446, 0.5030560557450041, 0.0, 
0.5647898800191418, 0.5056475886211718, 0.5535788960862524, 0.0, 
0.5682818395480115, 0.5680145762978147, 0.5478856251630002, 0.0, 
0.5566034348541803, 0.5040491749483776, 0.5419820523136611, 0.0, 
0.4970422280459357, 0.44284935754637383, 0.4705786162442099, 0.0, 
0.5604894671261219, 0.499111890249246, 0.5376949156428831, 0.0, 
0.533362664515973, 0.46844834394075036, 0.5166687957113835, 0.0, 
0.5422018100803434, 0.4757029367013592, 0.5283411718544105, 0.0, 
0.5659860475977024, 0.5101362878362999, 0.5515084994776419, 0.0, 
0.542932339649391, 0.4729562556133799, 0.52077207420096, 0.0, 
0.5545669223941605, 0.5022199867299705, 0.5400154740362078, 0.0, 
0.5142742058676995, 0.4565365678610624, 0.49191959240227556, 0.0, 
0.5568279591420807, 0.5189491539786044, 0.5325260474764286, 0.0, 
0.5436524221687918, 0.4832140280115654, 0.5215207868778624, 0.0, 
0.5230961728087982, 0.4768923750578149, 0.5071662426703515, 0.0, 
0.592919603280584, 0.5647277194945137, 0.5772702073901318, 0.0, 
