Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.7357252476550968, 0.4501847650809257, 0.641956220560702, 0.0, 
0.7521058928081782, 0.5083585735829206, 0.6621364961738968, 0.0, 
0.779216341240723, 0.5882050535810747, 0.7046614231065459, 0.0, 
0.6997803274827812, 0.48561890412865094, 0.5982296572805996, 0.0, 
0.7454625926489491, 0.5077838550410635, 0.6525264602814018, 0.0, 
0.7512622600741242, 0.519935788336394, 0.6544569858876631, 0.0, 
0.7633730245028975, 0.5289261031535178, 0.6741417544270141, 0.0, 
0.7408012872976105, 0.5338683911944909, 0.6596074753291901, 0.0, 
0.7498988230954879, 0.5244204382574599, 0.6615492123527557, 0.0, 
0.760090944394033, 0.504482505243828, 0.6673271331077203, 0.0, 
0.7454073609565671, 0.5849947041615836, 0.6592776582497517, 0.0, 
0.7452507406743885, 0.48522812847842645, 0.6460104162960104, 0.0, 
0.7246812931755514, 0.4431675088968777, 0.6181841080675311, 0.0, 
0.6976324728960064, 0.4758160067056701, 0.5928994560328538, 0.0, 
0.7222856902813097, 0.5095439261226713, 0.625711237482464, 0.0, 
0.7644738294731868, 0.5896367230839076, 0.6828815558325316, 0.0, 
0.7414419731235884, 0.548828473219536, 0.6569682495487971, 0.0, 
0.688417318029902, 0.4739963087002398, 0.5805510535372732, 0.0, 
0.7710399226928938, 0.5728451038022349, 0.6799921812376105, 0.0, 
0.761026365305435, 0.5181012062024386, 0.6759852752072117, 0.0, 
0.7045336880387911, 0.5245608846501018, 0.6078464152157472, 0.0, 
0.7481375470536838, 0.5135551736407028, 0.6575240840128995, 0.0, 
0.7607978600123139, 0.5265173331833023, 0.6680936762801502, 0.0, 
0.7909356426422792, 0.6300383084607073, 0.7207895962541844, 0.0, 
0.757427274397954, 0.5031781737627701, 0.6629617389582506, 0.0, 
