Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.584596172369202, 0.48051000857785786, 0.5029391639550892, 0.0, 
0.5998018301957501, 0.44743711036775263, 0.5194294760935624, 0.0, 
0.5247873926470282, 0.3639165347731866, 0.43103191888506337, 0.0, 
0.5909258997691785, 0.4611231411635951, 0.5130277565761625, 0.0, 
0.592617525753906, 0.47555334554654227, 0.523824796678061, 0.0, 
0.6713250397005145, 0.5411731627689098, 0.6057709093877288, 0.0, 
0.6454455070174714, 0.48643141868939754, 0.5659003494213091, 0.0, 
0.6180773462228406, 0.4535822376063034, 0.5450541778989305, 0.0, 
0.6225387727146635, 0.45095495891481313, 0.5569872588660523, 0.0, 
0.6460358634955959, 0.4837136591460043, 0.5802357375563509, 0.0, 
0.6304592078121825, 0.48186294931451806, 0.563084892479533, 0.0, 
0.6345961222939932, 0.4864354536826586, 0.5807659359674492, 0.0, 
0.5985746980063918, 0.4177230340272257, 0.5255734759908537, 0.0, 
0.6611142921075213, 0.48505706704328533, 0.5951944876294539, 0.0, 
0.6688330340397721, 0.48017751043028783, 0.602281447081893, 0.0, 
0.5896597062157276, 0.4017433736765628, 0.5090238942803925, 0.0, 
0.5927314768322763, 0.4863271108527791, 0.5279929804385631, 0.0, 
0.5805245881129054, 0.46873409547339223, 0.4962764503363384, 0.0, 
0.6907027312660744, 0.574874874967959, 0.6325913813729, 0.0, 
0.6201086808135728, 0.4758242741146661, 0.5468072957334839, 0.0, 
0.7020210851393802, 0.5699843494116008, 0.6615425289272865, 0.0, 
0.612284501153922, 0.5537282274270795, 0.5572349974438812, 0.0, 
0.6193809773782287, 0.4437932638527348, 0.5572015745493494, 0.0, 
0.6509224183919246, 0.46929057961687826, 0.5757211547967349, 0.0, 
0.6861703102901313, 0.5598997394244072, 0.6247236898483768, 0.0, 
