Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.7518668900678344, 0.5410956556276548, 0.6574489377699902, 0.0, 
0.7309544440485315, 0.5316134074758838, 0.6296230765353539, 0.0, 
0.7258543883667508, 0.4714296610023994, 0.6136743232433605, 0.0, 
0.7139627664642674, 0.4941641941410924, 0.6035970601628261, 0.0, 
0.7269442445876592, 0.47249193906519965, 0.6229041432546586, 0.0, 
0.7190479934715696, 0.46284675522641366, 0.619730374431734, 0.0, 
0.7118449588472024, 0.4843571617671555, 0.6034749550141092, 0.0, 
0.7278817963981473, 0.5268865248088158, 0.6222653701222806, 0.0, 
0.7140471046079514, 0.4873976925393035, 0.6026589971048728, 0.0, 
0.7232616408796019, 0.4995965872730289, 0.6200938414985736, 0.0, 
0.7094506955574253, 0.4543122497568074, 0.604196631012184, 0.0, 
0.7066504518732193, 0.473992656855788, 0.592834778414059, 0.0, 
0.7435572636944036, 0.5866524426687948, 0.6498056010480315, 0.0, 
0.724525648889241, 0.48238055143744635, 0.6163661736790848, 0.0, 
0.7097827949760607, 0.49571443483387306, 0.5933759559190924, 0.0, 
0.712787384393164, 0.4880718041517275, 0.6011318048812156, 0.0, 
0.7016400506215017, 0.46044403270930784, 0.5791876915534271, 0.0, 
0.755444958053731, 0.5888016252900745, 0.6637526785904811, 0.0, 
0.7149539110358517, 0.4917040721858577, 0.5988243640123425, 0.0, 
0.7135719457808388, 0.4900554129046503, 0.599647531074108, 0.0, 
0.7173846323583541, 0.4838535903840369, 0.621551983864721, 0.0, 
0.7178128391959342, 0.49904892539265394, 0.6054119316306681, 0.0, 
0.7350729708413335, 0.5039147230870963, 0.6320874550032592, 0.0, 
0.7253748439651327, 0.47918491823260767, 0.6310956646380805, 0.0, 
0.7026961305811638, 0.46405433417868797, 0.585239408368868, 0.0, 
