Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.6800545793003266, 0.5108592516530222, 0.6219669226337629, 0.0, 
0.6841599736435249, 0.49293307376462003, 0.6179697525712322, 0.0, 
0.6821734460112093, 0.5000113030370439, 0.6125091706050247, 0.0, 
0.6879539240736023, 0.5152594180688214, 0.6276391798903143, 0.0, 
0.6999270932484998, 0.534417779096405, 0.6364129326833705, 0.0, 
0.676569364283411, 0.48202417337307646, 0.6083705595637277, 0.0, 
0.6808041777676392, 0.49719667779797955, 0.6204715675046661, 0.0, 
0.6867737346675714, 0.48774116724161637, 0.6202685145228649, 0.0, 
0.6904801064868282, 0.5078989229226143, 0.6247975430238808, 0.0, 
0.667476416035433, 0.47529549233276874, 0.601033479910858, 0.0, 
0.7073848919735057, 0.5485211352880625, 0.6458353350302444, 0.0, 
0.6948436657155864, 0.5252742229066023, 0.6313527697728895, 0.0, 
0.6547249380440732, 0.44143303173087023, 0.5878416595537396, 0.0, 
0.6773713124935937, 0.4927129465481555, 0.6097454919590259, 0.0, 
0.6676623427565712, 0.49217744272864805, 0.6034270910601034, 0.0, 
0.6552138921760323, 0.4701972316302321, 0.5870892655238705, 0.0, 
0.692008013059283, 0.513933748966808, 0.6239409377333627, 0.0, 
0.7127222871509461, 0.5644990805513187, 0.6497153093118546, 0.0, 
0.6866636172348831, 0.5041448853893643, 0.6198662093782523, 0.0, 
0.6887695740639831, 0.5184574110290493, 0.6259755668063159, 0.0, 
0.6996532043181237, 0.5263664441983038, 0.636665446987649, 0.0, 
0.6674772693714559, 0.45318045610734853, 0.5945364019522912, 0.0, 
0.6884362805569235, 0.5122063389905557, 0.619475170649142, 0.0, 
0.6754686539156302, 0.47652667268274873, 0.610152861564274, 0.0, 
0.6729279544524603, 0.48583577365792957, 0.6070801663945382, 0.0, 
