Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.48555885176169405, 0.4608478615130364, 0.48588380467265885, 0.0, 
0.4615625125216892, 0.4857791255334102, 0.4791167205014906, 0.0, 
0.45973645087589515, 0.44586453072417614, 0.47304437041857583, 0.0, 
0.5001933662607673, 0.46597726947956636, 0.4898433492293772, 0.0, 
0.5127887788778871, 0.49991154931837267, 0.5108593260048869, 0.0, 
0.4467029005676602, 0.4365520199164257, 0.440835538184777, 0.0, 
0.45799279823615446, 0.4594596111735107, 0.44708725593682414, 0.0, 
0.49404664639847085, 0.4780103225410906, 0.4833638049850334, 0.0, 
0.5211744702339411, 0.4934974874698212, 0.5112153610542456, 0.0, 
0.5127887788778871, 0.49991154931837267, 0.5108593260048869, 0.0, 
0.4529621165328827, 0.4508316694645749, 0.4631589086235018, 0.0, 
0.5008777879193859, 0.4953445218139221, 0.5159891916961469, 0.0, 
0.496099857016443, 0.47807960607421157, 0.4863109576540704, 0.0, 
0.5539932107391499, 0.556436659202955, 0.5523514387674437, 0.0, 
0.49982930980742896, 0.5150230879470502, 0.5188918265306753, 0.0, 
0.45931270584597955, 0.4622675599255694, 0.4578540537517263, 0.0, 
0.48575203053246757, 0.4815320365259008, 0.48353769727124923, 0.0, 
0.5501319640725759, 0.6101464711522994, 0.569937294298098, 0.0, 
0.5262993353602571, 0.551437862256782, 0.5461778060502115, 0.0, 
0.5763347826218116, 0.6094773919485776, 0.5946843552478206, 0.0, 
0.5504532602985377, 0.5757452480080569, 0.5634073769840247, 0.0, 
0.48088438575723164, 0.47561503992731485, 0.4720193724667901, 0.0, 
0.44603005660820694, 0.45969433942055704, 0.43841404640408266, 0.0, 
0.4768431498495081, 0.46975422174372117, 0.47046084295483603, 0.0, 
0.5078891095030458, 0.4925317858798645, 0.5060972905558943, 0.0, 
