Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.6287310712006553, 0.463221473879557, 0.550661150585126, 0.0, 
0.6358216280240253, 0.4510434145136607, 0.5569757977517857, 0.0, 
0.6307069588819632, 0.42885761770432074, 0.5515866859152821, 0.0, 
0.6458325626632644, 0.49159224842543153, 0.5716013507221847, 0.0, 
0.6416838978688779, 0.47034014775044597, 0.5593343939705075, 0.0, 
0.6322699792941744, 0.4592061200297992, 0.5524212863008001, 0.0, 
0.6270557351896732, 0.45083303775821154, 0.5530624055790898, 0.0, 
0.641010675163834, 0.48321682403835625, 0.5692654673042359, 0.0, 
0.635414381348365, 0.4551145916355463, 0.5581887234492914, 0.0, 
0.6303303440138395, 0.4392609261607514, 0.5503710195681657, 0.0, 
0.6172607575305926, 0.4263430933882472, 0.5368800750845143, 0.0, 
0.6181633894894657, 0.43811184239232237, 0.5393914204790148, 0.0, 
0.6219111178496183, 0.4306348154493647, 0.5426448654041557, 0.0, 
0.6127876094152643, 0.38682435926289616, 0.5284719401387274, 0.0, 
0.6260860744026137, 0.4505094783008659, 0.5493063388477705, 0.0, 
0.6263256649588526, 0.42696563357792217, 0.5459175719395772, 0.0, 
0.6304531696046165, 0.46280041833877117, 0.5505726150957684, 0.0, 
0.6289278426675425, 0.46136074449067693, 0.5474302103932356, 0.0, 
0.6278251435138306, 0.4441949403446511, 0.5505336063699808, 0.0, 
0.63726700331779, 0.4702373951950611, 0.5613729249767718, 0.0, 
0.6283523040545456, 0.43272410850667725, 0.5466403754201979, 0.0, 
0.6186286908567755, 0.4115971471385296, 0.5396740582165208, 0.0, 
0.6123925852511607, 0.41322772315253803, 0.5333157927672805, 0.0, 
0.6390468307057554, 0.44444451440293725, 0.5607982429839075, 0.0, 
0.6314717348950584, 0.4527116662770348, 0.5546599531656676, 0.0, 
