Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.7250419358926868, 0.5487457876368279, 0.6208381523423788, 0.0, 
0.7093572452050485, 0.48532632694756184, 0.5941893181225872, 0.0, 
0.7174218050969429, 0.5393761842123899, 0.6200948396419546, 0.0, 
0.7293104175722813, 0.570339358287753, 0.6413216181581644, 0.0, 
0.7161262125163191, 0.5086627137831778, 0.6123520313677764, 0.0, 
0.6784411654670334, 0.49257729177839116, 0.5787708105510544, 0.0, 
0.7293008132742116, 0.5453669761076232, 0.6450837525997615, 0.0, 
0.7248669501004356, 0.5720506836117013, 0.6239849197362242, 0.0, 
0.716108687695449, 0.5710651141363335, 0.6287245289748147, 0.0, 
0.7632285142831574, 0.6249770395181278, 0.6855778031123125, 0.0, 
0.6877316370143781, 0.48785526249677896, 0.5910016981685889, 0.0, 
0.7211869628921117, 0.4993793332102677, 0.6063399068364721, 0.0, 
0.7060290404243516, 0.5446569437930665, 0.6070981537746173, 0.0, 
0.7131267952472448, 0.5185015298881688, 0.6276980244754794, 0.0, 
0.6976028102248301, 0.5372672503826851, 0.597723098284117, 0.0, 
0.7111710232301991, 0.5535062898119834, 0.6003996924260434, 0.0, 
0.727391913511338, 0.5644947777504374, 0.6277467086556697, 0.0, 
0.7434865654020401, 0.5606077276435562, 0.6659557366841273, 0.0, 
0.7122760311729817, 0.5511642509025432, 0.6150847617442368, 0.0, 
0.7182550206355856, 0.5341871109482864, 0.6123903170736416, 0.0, 
0.6970171489196569, 0.5012951640314768, 0.58158307429455, 0.0, 
0.7343975381366231, 0.5223672522802271, 0.644251442252973, 0.0, 
0.6802457830212607, 0.4724001505826854, 0.5663130468548934, 0.0, 
0.7082266809780003, 0.5467262474922567, 0.591122337148066, 0.0, 
0.7146898651076774, 0.5530802429100224, 0.6139496876769186, 0.0, 
