Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.4513634211762666, 0.44681874603731137, 0.43601315347368375, 0.0, 
0.4232242263109199, 0.42441724074685916, 0.4169200403722025, 0.0, 
0.5137224652275868, 0.4939952861395655, 0.4880445290323887, 0.0, 
0.3769364456003086, 0.35336508427851915, 0.36002123692088916, 0.0, 
0.5755927682175281, 0.5595303647696879, 0.5702763599014309, 0.0, 
0.46913214999407726, 0.43872008755266084, 0.45818635948507636, 0.0, 
0.4647180338675231, 0.4426827967651158, 0.4484243938552166, 0.0, 
0.46521806928600884, 0.4620567743205025, 0.45265286938333005, 0.0, 
0.4891147910015916, 0.48484981074552225, 0.4815010391582036, 0.0, 
0.498925982189681, 0.49097614396755407, 0.49433572516736, 0.0, 
0.4910097409732188, 0.44722838663217807, 0.47140374165860255, 0.0, 
0.43887272877220207, 0.4262650891166482, 0.4174916181967574, 0.0, 
0.5116149474892997, 0.4696739330549412, 0.49014724244869934, 0.0, 
0.535773415346839, 0.519283415710679, 0.5272247962665263, 0.0, 
0.4468138404876857, 0.42483738752109884, 0.43915852691917256, 0.0, 
0.5047802771507007, 0.4905187148227399, 0.4888371911497761, 0.0, 
0.5355580534542093, 0.5125743943180245, 0.5175820630281671, 0.0, 
0.5270694110223005, 0.47354966346997607, 0.5003969875347564, 0.0, 
0.45875067581762274, 0.43612686424731434, 0.4406023736380235, 0.0, 
0.5482124657238998, 0.5083333014908651, 0.5276361234120778, 0.0, 
0.42273659884696346, 0.40390602501146394, 0.4144793298840944, 0.0, 
0.4618988667006005, 0.43621059354757846, 0.44509357430542906, 0.0, 
0.4117633437858632, 0.39054007835362853, 0.389222430354513, 0.0, 
0.474044713912545, 0.43663047677517625, 0.4737426282116319, 0.0, 
0.603298963885367, 0.5563235625663431, 0.5986929105566775, 0.0, 
