Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.6702847956799207, 0.5263816358634313, 0.5962992673995817, 0.0, 
0.6012735635948714, 0.43446506809877194, 0.5160001187228929, 0.0, 
0.6380052840055035, 0.48715031255897373, 0.5685819314532287, 0.0, 
0.6271202581233968, 0.4413713845520632, 0.5591564509082037, 0.0, 
0.6470037416262379, 0.5203333948782736, 0.5789343420376971, 0.0, 
0.6788654509490979, 0.5713954551540918, 0.6157688074532639, 0.0, 
0.6280807476090879, 0.48950719759305755, 0.5636925940489973, 0.0, 
0.6422118346042285, 0.49730506457312385, 0.5730164642609255, 0.0, 
0.5950206523721546, 0.441312723080256, 0.5063235966932423, 0.0, 
0.6819921968570877, 0.49217188844036264, 0.6202339961143036, 0.0, 
0.6450224387316865, 0.5265308064147896, 0.5753283060464505, 0.0, 
0.6462772723608889, 0.47668947261569133, 0.5736493268185917, 0.0, 
0.6240163565350556, 0.46187756965242227, 0.5511148445327532, 0.0, 
0.5851414833376516, 0.4376461428235574, 0.50033071024229, 0.0, 
0.6490180325807811, 0.492455604522399, 0.5790024097375567, 0.0, 
0.62649928498307, 0.46728273016658967, 0.5515542734435143, 0.0, 
0.6201685880678985, 0.44272390505614595, 0.5374355129755529, 0.0, 
0.62542075493708, 0.45930865659843106, 0.5364616006090911, 0.0, 
0.6441661784028297, 0.46064976682178016, 0.5788716522718678, 0.0, 
0.6502711855260579, 0.514336292353939, 0.5897252360167098, 0.0, 
0.6306249903460485, 0.5116952277723865, 0.549278379303459, 0.0, 
0.609631254429483, 0.4286163233287231, 0.5336424186326011, 0.0, 
0.5730980457069803, 0.40688327402660746, 0.4897468070175277, 0.0, 
0.7018506182548906, 0.5974724889457843, 0.6432652541670915, 0.0, 
0.5947442482384859, 0.42428676782090824, 0.5062294288893705, 0.0, 
