Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.5249149306695663, 0.4702347131068062, 0.505727727549234, 0.0, 
0.5374024212526098, 0.48617328852071906, 0.5206925915707226, 0.0, 
0.5252579985117797, 0.47296708598163106, 0.50623050593697, 0.0, 
0.5284596022244789, 0.4794899824960747, 0.5099551739964756, 0.0, 
0.5263933140118795, 0.47508859591883335, 0.5055479155618819, 0.0, 
0.5584866488088774, 0.49892259360011854, 0.5453836433309124, 0.0, 
0.531246380407969, 0.4814802576922827, 0.5137267312604213, 0.0, 
0.5317163167168961, 0.47913710552632693, 0.5143876156526986, 0.0, 
0.5435100006884783, 0.48645199120403354, 0.5278150749422228, 0.0, 
0.5472941994170468, 0.4897058178039843, 0.5306634888521913, 0.0, 
0.538296645502378, 0.4865928435399299, 0.5202677167406563, 0.0, 
0.5343419080290729, 0.4798173551160363, 0.5187688704207541, 0.0, 
0.5376306117648888, 0.48601301336894054, 0.5209177891567325, 0.0, 
0.5294501414415483, 0.4761836853915608, 0.5097437546978576, 0.0, 
0.5386745012025412, 0.4794306764783883, 0.5203417058007895, 0.0, 
0.5245693988241336, 0.46334794425793496, 0.5011645622374414, 0.0, 
0.5305255649567993, 0.4732536681742832, 0.5142013750461492, 0.0, 
0.5354274898270728, 0.4831702542174141, 0.5129733622787515, 0.0, 
0.5415678103812174, 0.49091409426242116, 0.5249342300002083, 0.0, 
0.5298569400795101, 0.4838645703466579, 0.5156227246964422, 0.0, 
0.5440515703609551, 0.4944881144184508, 0.5258791159428385, 0.0, 
0.5325211640301325, 0.4793035343256568, 0.5124715377954792, 0.0, 
0.5452734450426795, 0.48431869686331175, 0.5267836547342555, 0.0, 
0.5275271257512752, 0.4839935542590167, 0.5085220486889471, 0.0, 
0.5231519552998507, 0.47249658281770185, 0.5083973065884918, 0.0, 
