Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.4906921743657572, 0.4678565994642955, 0.45720736372226767, 0.0, 
0.5044710748632262, 0.4676656320308637, 0.4783914744645512, 0.0, 
0.5532877209883591, 0.5070196801101505, 0.5293042257915971, 0.0, 
0.5259646349073281, 0.4893912914837052, 0.49538022041181423, 0.0, 
0.5261682083075284, 0.49339465539511373, 0.49929727473644386, 0.0, 
0.531359391206902, 0.4922833842460942, 0.5031514612256086, 0.0, 
0.510475346362627, 0.46760652309538814, 0.47745311844935423, 0.0, 
0.5301758371821166, 0.4812129461051115, 0.4988984642432904, 0.0, 
0.5216526597682449, 0.47147372087129236, 0.4921387757198007, 0.0, 
0.5985305410410795, 0.5629077792880626, 0.577195927893807, 0.0, 
0.5097837756947783, 0.4663648470908863, 0.47612143252565287, 0.0, 
0.5031510837195057, 0.4756211823816028, 0.4723326402095184, 0.0, 
0.5363860958956593, 0.5238678724752531, 0.5124401966971462, 0.0, 
0.5371750896892531, 0.5216384642495017, 0.5064409092862949, 0.0, 
0.5103129648059596, 0.45409683215262386, 0.477296219843924, 0.0, 
0.5117302750841262, 0.4553760776569793, 0.48325946928231217, 0.0, 
0.5205544729717029, 0.4891223149384677, 0.4923079157257914, 0.0, 
0.5179548665686224, 0.478236399503839, 0.4923797732811808, 0.0, 
0.5356168140342868, 0.5065604313568073, 0.5123472098828675, 0.0, 
0.5390711893283897, 0.4884207267371516, 0.5083687357881702, 0.0, 
0.5379664313995983, 0.5190701115103573, 0.5152598359924948, 0.0, 
0.5772509666683752, 0.5471475707230695, 0.5596913277146881, 0.0, 
0.5242123303717479, 0.49848279501357934, 0.49961735192649354, 0.0, 
0.5625354254824348, 0.5458253189892535, 0.549258156799022, 0.0, 
0.5423927740047578, 0.5039025950114487, 0.5146801018391345, 0.0, 
