Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.7993966554664933, 0.6324887979327976, 0.729455802237194, 0.0, 
0.7958467236601611, 0.6446053515994228, 0.730040885882017, 0.0, 
0.8003494328152558, 0.65036969692356, 0.7364671481139878, 0.0, 
0.7869180956289403, 0.6094469034795822, 0.7149248016719345, 0.0, 
0.7839280322217987, 0.6180158521119272, 0.7119901320136278, 0.0, 
0.7938336946200697, 0.6396547025366206, 0.7246731151929475, 0.0, 
0.7817786327209572, 0.5932397417601416, 0.706421410189793, 0.0, 
0.7993904713864968, 0.6491745911149813, 0.7347870568090162, 0.0, 
0.7889558813178456, 0.624056936538841, 0.7155754216593417, 0.0, 
0.7980644044925067, 0.6415607692784642, 0.7310930490834526, 0.0, 
0.7828783535948722, 0.6157711121066093, 0.7092638427119183, 0.0, 
0.7992510093260125, 0.6464949951765595, 0.7321674426401482, 0.0, 
0.7895383076264232, 0.6234757841356077, 0.7148157588088042, 0.0, 
0.7928939620872056, 0.6380524900172426, 0.7247258970809674, 0.0, 
0.7902639704877632, 0.6308531530953478, 0.7221140917516586, 0.0, 
0.7913057921610056, 0.6302981959023557, 0.7210055850427227, 0.0, 
0.8050051563219054, 0.6625835013198397, 0.7383386784696067, 0.0, 
0.7887548301064322, 0.6120133921401442, 0.7106834066936386, 0.0, 
0.8138780066912362, 0.6875431135991946, 0.7478549337169034, 0.0, 
0.7965707602879255, 0.6407745474183383, 0.7285885601800509, 0.0, 
0.7994991157036769, 0.6469270247122374, 0.7310859331756842, 0.0, 
0.7985725133649528, 0.6344708464806575, 0.7229403930297046, 0.0, 
0.7979055688680621, 0.6457971748706642, 0.7286787627407151, 0.0, 
0.8097236277035368, 0.6714475926479463, 0.7419459996287496, 0.0, 
0.7933417769438037, 0.6311454394951335, 0.7173681297253159, 0.0, 
