Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.6074534854671936, 0.47598900981932274, 0.56317810517021, 0.0, 
0.5732299334340928, 0.4807770390387634, 0.531383061397473, 0.0, 
0.5563933791469269, 0.4577619327563579, 0.5151092594136892, 0.0, 
0.4640369279403253, 0.3641731549600004, 0.4110606927568442, 0.0, 
0.587072587226229, 0.5144353671207837, 0.5468153287953109, 0.0, 
0.5312645238942316, 0.41949932433006154, 0.48008087085960605, 0.0, 
0.5651303277084299, 0.45985816089176845, 0.5221679801940298, 0.0, 
0.4823208554131029, 0.3865087322686543, 0.43162471541658903, 0.0, 
0.5176740215907001, 0.4377178534635743, 0.4703968655600535, 0.0, 
0.5107234960028177, 0.37890819533274583, 0.459641345721432, 0.0, 
0.49588305112352765, 0.4054569447550652, 0.44535082730549286, 0.0, 
0.6150192659020025, 0.5646551883849136, 0.5770023157676631, 0.0, 
0.5955066952884573, 0.49633219452352567, 0.5561383296313471, 0.0, 
0.5590561752741976, 0.4989414410098715, 0.5141650184545857, 0.0, 
0.4871430460777005, 0.371641967989929, 0.4354764449751635, 0.0, 
0.4874555701543362, 0.3993480191151351, 0.4290215163789747, 0.0, 
0.44211624075027867, 0.3359039413465712, 0.3822418230315119, 0.0, 
0.5622413531865011, 0.4260566016039318, 0.5132980668400553, 0.0, 
0.5334591070400954, 0.44010130394418084, 0.48618236381195573, 0.0, 
0.48875857734572725, 0.32817117975678917, 0.43564062098752565, 0.0, 
0.4659476579631163, 0.34783420231841367, 0.4117489404136084, 0.0, 
0.5305571873478961, 0.40306691266215916, 0.4802680922365825, 0.0, 
0.5680980787754434, 0.4452375287487789, 0.523067172996891, 0.0, 
0.5265443545524284, 0.47859675700952403, 0.4853581485013786, 0.0, 
0.5500432619137827, 0.38883772550467377, 0.5030628724606083, 0.0, 
