Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.6800545793003266, 0.5108592516530222, 0.6219669226337629, 0.0, 
0.6757374530580472, 0.49941527441794575, 0.6240306489980663, 0.0, 
0.658183273781346, 0.4573287830309964, 0.6010303977233323, 0.0, 
0.6879539240736023, 0.5152594180688214, 0.6276391798903143, 0.0, 
0.6648962172839852, 0.5277988657156374, 0.6049688637409734, 0.0, 
0.6287411670416735, 0.5391743773973233, 0.5719295631057254, 0.0, 
0.6808041777676392, 0.49719667779797955, 0.6204715675046661, 0.0, 
0.6867737346675714, 0.48774116724161637, 0.6202685145228649, 0.0, 
0.6904801064868282, 0.5078989229226143, 0.6247975430238808, 0.0, 
0.667476416035433, 0.47529549233276874, 0.601033479910858, 0.0, 
0.7073848919735057, 0.5485211352880625, 0.6458353350302444, 0.0, 
0.6948436657155864, 0.5252742229066023, 0.6313527697728895, 0.0, 
0.75682168963222, 0.30899753904983, 0.6506109375397382, 0.0, 
0.724967532862112, 0.4302606364589065, 0.6539294095561734, 0.0, 
0.6676623427565712, 0.49217744272864805, 0.6034270910601034, 0.0, 
0.6552138921760323, 0.4701972316302321, 0.5870892655238705, 0.0, 
0.6519427900809844, 0.5382995268452151, 0.5953970304618469, 0.0, 
0.7127222871509461, 0.5644990805513187, 0.6497153093118546, 0.0, 
0.6866636172348831, 0.5041448853893643, 0.6198662093782523, 0.0, 
0.6765442509007441, 0.5148446546659816, 0.6127705707444586, 0.0, 
0.6547908918021015, 0.5041656264714969, 0.5859962003190728, 0.0, 
0.6674772693714559, 0.45318045610734853, 0.5945364019522912, 0.0, 
0.6884362805569235, 0.5122063389905557, 0.619475170649142, 0.0, 
0.6754686539156302, 0.47652667268274873, 0.610152861564274, 0.0, 
0.6729279544524603, 0.48583577365792957, 0.6070801663945382, 0.0, 
