Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.4374434111198847, 0.41960110872785605, 0.43662195156060707, 0.0, 
0.42430068949574506, 0.4043343097966003, 0.4225891187329683, 0.0, 
0.43670851880127654, 0.41227105374577866, 0.43160873915884124, 0.0, 
0.4332701264275135, 0.40037453694079617, 0.42568191598387245, 0.0, 
0.43320491055550137, 0.41117457682776515, 0.42632298883628145, 0.0, 
0.42258650176754875, 0.4034310456429288, 0.4186145512014529, 0.0, 
0.43097933280132433, 0.41025273601985374, 0.429865877809351, 0.0, 
0.4297208558387733, 0.40925270795194957, 0.42441225536197624, 0.0, 
0.41563588749267855, 0.38649825396369203, 0.40876563718715475, 0.0, 
0.44524225696449143, 0.42491151626031953, 0.4391992678021882, 0.0, 
0.43473448968951306, 0.40365888847317766, 0.43441167773149764, 0.0, 
0.43886084254244445, 0.39944418896466327, 0.42900558278294165, 0.0, 
0.44792842384262044, 0.41415959974691907, 0.4491039191486054, 0.0, 
0.4199311287381144, 0.39540018577424135, 0.4191537291498223, 0.0, 
0.4263378125078539, 0.39691110493898246, 0.4216435983036914, 0.0, 
0.4125598683912997, 0.38758766974762854, 0.40532249496663925, 0.0, 
0.43044238847164845, 0.4001419153728291, 0.4225205764658414, 0.0, 
0.4476433782192533, 0.41622800979921676, 0.4443887718862727, 0.0, 
0.4470831848103798, 0.40568151223794, 0.4395041053266917, 0.0, 
0.42766669175519284, 0.39248632599617694, 0.4235523518767105, 0.0, 
0.43398279018531716, 0.41056431542021443, 0.42900328982896874, 0.0, 
0.4334045096486886, 0.39855452038059114, 0.4242967526988496, 0.0, 
0.41357138432345936, 0.3933885139047654, 0.41102169586457593, 0.0, 
0.425259056495141, 0.39349019750460634, 0.4174713974658097, 0.0, 
0.43499080716019556, 0.40421249399895404, 0.42705756506063114, 0.0, 
