Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.988555379537954, 0.8283306930693068, 0.942776897689769, 0.0, 
0.9907923432343233, 0.8618851485148514, 0.9539617161716167, 0.0, 
1.0, 1.0, 0.9999999999999999, 0.0, 
0.9796175577557759, 0.6942633663366338, 0.8980877887788774, 0.0, 
0.9645734653465347, 0.46860198019801974, 0.8228673267326733, 0.0, 
0.9684895049504948, 0.5273425742574256, 0.8424475247524756, 0.0, 
0.9487306930693062, 0.23096039603960397, 0.7436534653465348, 0.0, 
0.9972075247524752, 0.9581128712871289, 0.9860376237623765, 0.0, 
0.9935128712871287, 0.9026930693069307, 0.9675643564356434, 0.0, 
0.9726807920792079, 0.590211881188119, 0.86340396039604, 0.0, 
0.9480638943894387, 0.22095841584158402, 0.7403194719471947, 0.0, 
0.9578851485148512, 0.36827722772277227, 0.7894257425742575, 0.0, 
0.9579996039603963, 0.3699940594059404, 0.7899980198019805, 0.0, 
0.9846819801980196, 0.770229702970297, 0.9234099009900992, 0.0, 
0.9634656105610561, 0.4519841584158415, 0.8173280528052803, 0.0, 
0.9538601980198019, 0.3079029702970296, 0.7693009900990098, 0.0, 
0.9736883168316832, 0.5296811881188118, 0.8684415841584157, 0.0, 
0.9886162376237625, 0.8292435643564356, 0.9430811881188117, 0.0, 
0.9790289108910892, 0.6854336633663368, 0.8951445544554458, 0.0, 
0.9889442904290429, 0.834164356435643, 0.944721452145214, 0.0, 
0.9740217821782181, 0.6103267326732674, 0.8701089108910891, 0.0, 
0.9522389438943895, 0.28358415841584167, 0.7611947194719468, 0.0, 
0.971062838283829, 0.5659425742574258, 0.8553141914191422, 0.0, 
0.9752204620462048, 0.6283069306930692, 0.8761023102310229, 0.0, 
0.9784133333333331, 0.6761999999999996, 0.8920666666666665, 0.0, 
