Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.9666666666666676, 0.5, 0.8333333333333329, 0.0, 
0.9666666666666676, 0.5, 0.8333333333333329, 0.0, 
0.9666666666666676, 0.5, 0.8333333333333329, 0.0, 
0.9666666666666676, 0.5, 0.8333333333333329, 0.0, 
0.9666666666666676, 0.5, 0.8333333333333329, 0.0, 
0.9666666666666676, 0.5, 0.8333333333333329, 0.0, 
0.9666666666666676, 0.5, 0.8333333333333329, 0.0, 
0.9667935313531361, 0.5019029702970297, 0.8339676567656756, 0.0, 
0.9666666666666676, 0.5, 0.8333333333333329, 0.0, 
0.9666666666666676, 0.5, 0.8333333333333329, 0.0, 
0.9666666666666676, 0.5, 0.8333333333333329, 0.0, 
0.966584686468647, 0.49877029702970305, 0.8329234323432343, 0.0, 
0.9666666666666676, 0.5, 0.8333333333333329, 0.0, 
0.9666666666666676, 0.5, 0.8333333333333329, 0.0, 
0.9653959075907598, 0.48093861386138625, 0.8269795379537951, 0.0, 
0.9666666666666676, 0.5, 0.8333333333333329, 0.0, 
0.9681586908690877, 0.4628877887788779, 0.8407934543454345, 0.0, 
0.9522252145214523, 0.2833782178217822, 0.7611260726072607, 0.0, 
0.9666666666666676, 0.5, 0.8333333333333329, 0.0, 
0.9789144554455449, 0.6837168316831683, 0.8945722772277221, 0.0, 
0.9651593399339934, 0.47739009900990087, 0.8257966996699666, 0.0, 
0.9645574917491746, 0.4683623762376238, 0.8227874587458742, 0.0, 
0.9666666666666676, 0.5, 0.8333333333333329, 0.0, 
0.9666666666666676, 0.5, 0.8333333333333329, 0.0, 
0.9666666666666676, 0.5, 0.8333333333333329, 0.0, 
