Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.5037821682222701, 0.47434033688284544, 0.5011585468456523, 0.0, 
0.5586000271970536, 0.5428811667035847, 0.5481344810769582, 0.0, 
0.5763952903845738, 0.5778060799687313, 0.5776583531255264, 0.0, 
0.4973409291787352, 0.4938166017319466, 0.49065237476198675, 0.0, 
0.5017062527794883, 0.44608185578379445, 0.49927021216610545, 0.0, 
0.5418033087648709, 0.5363631598044803, 0.5424873582653381, 0.0, 
0.5453567906471257, 0.5442463018082733, 0.5440749211474292, 0.0, 
0.5618228505434768, 0.5498372043864445, 0.5588010738027132, 0.0, 
0.5148933970686814, 0.5013729508957416, 0.5093601298374615, 0.0, 
0.5777387446218052, 0.5765707087080623, 0.5780204449927523, 0.0, 
0.6383695321993003, 0.6331682926616646, 0.6423593498661899, 0.0, 
0.5436985418277566, 0.5182236945253648, 0.532000056869784, 0.0, 
0.6118934670279014, 0.6117661436795213, 0.611727559570485, 0.0, 
0.5670228090158101, 0.5421641114624675, 0.5658417703833892, 0.0, 
0.5130178931476507, 0.47894290378422877, 0.5120284486044486, 0.0, 
0.48444843873902926, 0.4649117131763865, 0.4752685124407411, 0.0, 
0.5295560552456116, 0.5087912562882776, 0.5276099516072491, 0.0, 
0.5150792082403672, 0.5071946930614908, 0.5114205924012222, 0.0, 
0.5690761707945886, 0.5712176527269909, 0.5646999142302125, 0.0, 
0.5589690121472524, 0.5777326269820583, 0.5543128367271075, 0.0, 
0.5908911808062944, 0.5738527541804055, 0.584648623823167, 0.0, 
0.5450879322992945, 0.5333703278145048, 0.5375832594757354, 0.0, 
0.5485103601451766, 0.555686809850864, 0.5413748868803815, 0.0, 
0.5525812721715427, 0.58459586259908, 0.5517676287542519, 0.0, 
0.5462553056998172, 0.5485473251467874, 0.547208519378815, 0.0, 
