Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.6190192192248549, 0.5452617706301557, 0.582765372139426, 0.0, 
0.6516920899096383, 0.5945279326658846, 0.6181010199776427, 0.0, 
0.5698908185470646, 0.49533646818648563, 0.5314242429705927, 0.0, 
0.5435421279298888, 0.43043518314246115, 0.5063602661002352, 0.0, 
0.615514807614661, 0.5497554136404823, 0.5803144032658848, 0.0, 
0.594347751563058, 0.5001149848505142, 0.5561774077018667, 0.0, 
0.6151537552595079, 0.5267971235744331, 0.5817975969146592, 0.0, 
0.6514134320188318, 0.5786062738510516, 0.6205630476295586, 0.0, 
0.5828535166380187, 0.4754308283931139, 0.5420466074712943, 0.0, 
0.5709299073128519, 0.45026233937232235, 0.5304032942994814, 0.0, 
0.5658287522179438, 0.4482318364022793, 0.5268622329050198, 0.0, 
0.6266292236128209, 0.5430240375180296, 0.5930021024173843, 0.0, 
0.6004624107502092, 0.5122953349336866, 0.5612140403790458, 0.0, 
0.6138896944808435, 0.5214368634915062, 0.5768179271119737, 0.0, 
0.5618079154356125, 0.46328349268215313, 0.5244766683533244, 0.0, 
0.5727001994013996, 0.47981956157101247, 0.5331722875103221, 0.0, 
0.6453085928170357, 0.6015174712223145, 0.6268950596626707, 0.0, 
0.5785090106987753, 0.4791396062390552, 0.5355742466862699, 0.0, 
0.590173567247968, 0.48330018722970075, 0.5483149684044405, 0.0, 
0.5946640079051945, 0.5090265550722283, 0.5564625334076089, 0.0, 
0.6189175611555785, 0.5447572892517792, 0.581535482980798, 0.0, 
0.5982021296345883, 0.526085495963606, 0.5615604702547518, 0.0, 
0.6025548428816414, 0.5021704347691885, 0.5690449824689612, 0.0, 
0.5770517351690602, 0.4799188692398446, 0.5350330057795685, 0.0, 
0.5943321983220987, 0.5147893476373763, 0.5616813648979082, 0.0, 
