Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.5037821682222701, 0.47434033688284544, 0.5011585468456523, 0.0, 
0.5661932556358186, 0.5076283810901926, 0.550477168913481, 0.0, 
0.5694702737068055, 0.5732167136034617, 0.5691199450603582, 0.0, 
0.6167156379545743, 0.6207018291174605, 0.6286892612626849, 0.0, 
0.5218508202844637, 0.5081183752431958, 0.5098380390671465, 0.0, 
0.5418033087648709, 0.5363631598044803, 0.5424873582653381, 0.0, 
0.5453567906471257, 0.5442463018082733, 0.5440749211474292, 0.0, 
0.5628318996562038, 0.5498452097045583, 0.5592469298860778, 0.0, 
0.5177792251148641, 0.5046440034776861, 0.5098260951580679, 0.0, 
0.5392032715682962, 0.5189942288722851, 0.533740861874601, 0.0, 
0.5708702879740432, 0.5488125188832119, 0.5713222891425822, 0.0, 
0.5436985418277566, 0.5182236945253648, 0.532000056869784, 0.0, 
0.6118934670279014, 0.6117661436795213, 0.611727559570485, 0.0, 
0.5344101034078377, 0.5121981820047274, 0.5262180966878619, 0.0, 
0.600825468564447, 0.5333166285490151, 0.6005794348398393, 0.0, 
0.5531419628218953, 0.5072408170649164, 0.5466280059491625, 0.0, 
0.554011516340888, 0.5502909644450529, 0.5640002356768292, 0.0, 
0.5967544475706139, 0.574732955231806, 0.594988441772841, 0.0, 
0.6390746663206721, 0.6562330453518577, 0.6423305353915914, 0.0, 
0.5591030152602966, 0.5777949562139042, 0.5544099003679505, 0.0, 
0.5753677231407841, 0.5294263256525054, 0.5810037893806846, 0.0, 
0.543194850924908, 0.5296419897596971, 0.5359654969279094, 0.0, 
0.5284922437027605, 0.5285622479903271, 0.5202108880190506, 0.0, 
0.5534051179058401, 0.5851655887268846, 0.5525460231656356, 0.0, 
0.5522596700111653, 0.5477631154168954, 0.5475621461223905, 0.0, 
