Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.6463774213244238, 0.5204705069487477, 0.5740694122300155, 0.0, 
0.6376903570607387, 0.5056883077970844, 0.5732529832062575, 0.0, 
0.6444405962770996, 0.5100765561416136, 0.5730388439197517, 0.0, 
0.6552433792112277, 0.5229957570668818, 0.5766479235293936, 0.0, 
0.6446123714852389, 0.46461006389362974, 0.5732377121012189, 0.0, 
0.6309692002558773, 0.4798358796165301, 0.553670024094259, 0.0, 
0.6149629688021595, 0.45208415521745077, 0.5339059452918623, 0.0, 
0.6456278465713088, 0.49305164579311045, 0.5753807793770204, 0.0, 
0.5949817224357933, 0.47370492441344203, 0.50949544392709, 0.0, 
0.656485781922929, 0.4625194100318698, 0.5967524222139563, 0.0, 
0.6825779281539054, 0.527993470622355, 0.6079755438964465, 0.0, 
0.6396840096823178, 0.4928860545659971, 0.5471592610508347, 0.0, 
0.6705665945728355, 0.5684613431625419, 0.6057592209562389, 0.0, 
0.6004971257986853, 0.44806387151593946, 0.5077578162013637, 0.0, 
0.5856372278562136, 0.36847268198464855, 0.5006180497899593, 0.0, 
0.6050150782338565, 0.40421017392679065, 0.5330463520893092, 0.0, 
0.591674075614671, 0.4419208999333632, 0.4987728003975978, 0.0, 
0.6627973801369624, 0.4654358736015773, 0.5842339062460705, 0.0, 
0.6303614754153654, 0.4498852010049587, 0.5521443801367877, 0.0, 
0.6350528043049783, 0.47252368232933134, 0.5634789516733083, 0.0, 
0.6673669630438223, 0.49151102462007656, 0.5882955120100394, 0.0, 
0.719699159124593, 0.5946150959254014, 0.6594691162714431, 0.0, 
0.6402918093956065, 0.46970297073915385, 0.560527035711918, 0.0, 
0.6168413410797905, 0.4326450207136859, 0.5403322958739356, 0.0, 
0.6258637290595287, 0.44757774610669315, 0.557319483602765, 0.0, 
