Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.5943244618406149, 0.39993095805374285, 0.5158665903271519, 0.0, 
0.6117503292457537, 0.45072230688772935, 0.5459759751633545, 0.0, 
0.6060554898195467, 0.4639122606534587, 0.5432135115722618, 0.0, 
0.5935687231362742, 0.4627936633398085, 0.5355319448344038, 0.0, 
0.577612488868141, 0.4355778659863509, 0.5192899829915124, 0.0, 
0.513991161590441, 0.34100051961677885, 0.43752358333608, 0.0, 
0.5861341821348517, 0.4700104255121889, 0.5230228436656568, 0.0, 
0.6286122049557104, 0.4782096654770118, 0.5613286339968485, 0.0, 
0.6559241359212137, 0.5075908127434282, 0.5949524750017383, 0.0, 
0.5671101157257356, 0.45403285135670723, 0.5066273432515016, 0.0, 
0.6341835038106455, 0.4765628221023129, 0.577363940223981, 0.0, 
0.611941202723499, 0.4543022959845433, 0.5418593941622643, 0.0, 
0.6271038868108183, 0.5184535745654066, 0.5764095772594306, 0.0, 
0.6402180309977726, 0.5539739425711886, 0.5896035214034685, 0.0, 
0.6316204167324064, 0.5166987963398268, 0.5729487881974451, 0.0, 
0.6402865998593703, 0.5442813163927681, 0.5931655134523357, 0.0, 
0.5987444403739539, 0.449873252785511, 0.5442871635180372, 0.0, 
0.6769765919198533, 0.5662417347594758, 0.623578823479109, 0.0, 
0.6192737823119355, 0.5157257654378038, 0.5606405953440465, 0.0, 
0.5946856364213482, 0.41981343487258543, 0.5297259234490977, 0.0, 
0.6113206180502676, 0.4596226042844517, 0.549719036383577, 0.0, 
0.5875296092774387, 0.45377769040236526, 0.5298495718617798, 0.0, 
0.5479228741493432, 0.4070218835653671, 0.47079863413553247, 0.0, 
0.5964999468206202, 0.471627604477958, 0.546581207844362, 0.0, 
0.5395773152961202, 0.35651137916507686, 0.44650591762494557, 0.0, 
