Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.4848129513598349, 0.3931409749219418, 0.45978918189897056, 0.0, 
0.5042669203001716, 0.4558359438594234, 0.47997936250086465, 0.0, 
0.49260295423986905, 0.4230787363080948, 0.4652564033131959, 0.0, 
0.44047471339528893, 0.36876658746684604, 0.41000069188857396, 0.0, 
0.5151631301281643, 0.41799870877956624, 0.4836020221805563, 0.0, 
0.47100282335445465, 0.4698340648162828, 0.44293779226058666, 0.0, 
0.4960506489483463, 0.43694709332348636, 0.4707110823600162, 0.0, 
0.5378834427125624, 0.4702608407405545, 0.5066751181224987, 0.0, 
0.46381148678868966, 0.40875173985174784, 0.43862559144452745, 0.0, 
0.5263110163544287, 0.47084809867481864, 0.4998944339199079, 0.0, 
0.4886165793638002, 0.4265894077686406, 0.4712555168718958, 0.0, 
0.5315929045384734, 0.49135833584638194, 0.5147508698791879, 0.0, 
0.47511786828327124, 0.4311122959472715, 0.45896977416803436, 0.0, 
0.5117247007625114, 0.4634464513631972, 0.4877244728760162, 0.0, 
0.5200734721550329, 0.4491376798277478, 0.49732955564853143, 0.0, 
0.4347826824495647, 0.36618884941488233, 0.40971320369364067, 0.0, 
0.5061502613579747, 0.4761428574167766, 0.48625574374054803, 0.0, 
0.5583170755670982, 0.5039973282326212, 0.5441779933915926, 0.0, 
0.493687449380136, 0.45818609128877, 0.46660367812827397, 0.0, 
0.4848563784610052, 0.431166456442445, 0.4618479389818602, 0.0, 
0.518984674396675, 0.46982932541305106, 0.4918371412877213, 0.0, 
0.501928484993669, 0.40379949661473724, 0.4775241621879779, 0.0, 
0.5050413516730228, 0.39973229063114346, 0.484809706249283, 0.0, 
0.5058533918480116, 0.4579849154157874, 0.48306598542871976, 0.0, 
0.5186317795683423, 0.47583433080621934, 0.4939875831726743, 0.0, 
