Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.9751240924092409, 0.6268613861386139, 0.8756204620462046, 0.0, 
0.9744983498349831, 0.6174752475247527, 0.8724917491749178, 0.0, 
0.9673281848184822, 0.5099227722772278, 0.8366409240924095, 0.0, 
0.9758040924092405, 0.6370613861386136, 0.8790204620462044, 0.0, 
0.9643412541254124, 0.4651188118811879, 0.8217062706270631, 0.0, 
0.9667574917491752, 0.5013623762376238, 0.8337874587458738, 0.0, 
0.966428646864686, 0.4964297029702969, 0.8321432343234318, 0.0, 
0.9814406600660066, 0.7216099009900991, 0.9072033003300333, 0.0, 
0.9694921452145213, 0.5423821782178218, 0.847460726072607, 0.0, 
0.9733866666666672, 0.6008, 0.8669333333333331, 0.0, 
0.972973201320132, 0.5945980198019802, 0.8648660066006598, 0.0, 
0.9629029702970292, 0.4435445544554456, 0.8145148514851482, 0.0, 
0.9715441584158415, 0.5731623762376239, 0.8577207920792078, 0.0, 
0.9706186138613863, 0.5592792079207923, 0.8530930693069303, 0.0, 
0.9690096369636964, 0.5351445544554455, 0.8450481848184822, 0.0, 
0.9846237623762376, 0.7693564356435644, 0.9231188118811879, 0.0, 
0.9662710524385774, 0.42824620462046215, 0.831355262192886, 0.0, 
0.9871745214521452, 0.807617821782178, 0.9358726072607261, 0.0, 
0.9630402640264026, 0.44560396039603956, 0.8152013201320133, 0.0, 
0.9644234983498347, 0.46635247524752466, 0.8221174917491747, 0.0, 
0.9606093729372933, 0.40914059405940606, 0.8030468646864689, 0.0, 
0.9769747854785481, 0.6546217821782176, 0.884873927392739, 0.0, 
0.9822814521452145, 0.7342217821782179, 0.9114072607260721, 0.0, 
0.9683930033003301, 0.5258950495049505, 0.8419650165016497, 0.0, 
0.9663568316831679, 0.4953524752475248, 0.8317841584158415, 0.0, 
