Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.6399900721008297, 0.4960989093733567, 0.5773431363467851, 0.0, 
0.638643412518767, 0.49095168987222676, 0.5707124363961098, 0.0, 
0.5988039691109651, 0.42372737643939445, 0.49649814051316277, 0.0, 
0.6813125507221616, 0.5601142873131338, 0.6162655536125867, 0.0, 
0.6375665997966244, 0.4959459369310446, 0.5702234557888934, 0.0, 
0.7166226599397152, 0.2836753630049538, 0.6285421684733149, 0.0, 
0.6749682144862041, 0.48043600646827184, 0.6080221428259832, 0.0, 
0.619188453406122, 0.45680843324712533, 0.5582539156245048, 0.0, 
0.6926779896688379, 0.5669862258444991, 0.6413210054131304, 0.0, 
0.6259573767313533, 0.42544154947753765, 0.5541338691890507, 0.0, 
0.7720375037111186, 0.7258719599133943, 0.7349903228554466, 0.0, 
0.6181942691606044, 0.4824650542781218, 0.544355455764127, 0.0, 
0.6014128138302353, 0.4314894211602164, 0.5360069013125429, 0.0, 
0.5935358400890944, 0.4394484978012972, 0.5235549226711077, 0.0, 
0.6314670519596188, 0.4663433399846804, 0.5698967642479505, 0.0, 
0.6190631935093414, 0.4574280677862241, 0.5424429934972109, 0.0, 
0.6750584525375025, 0.571098064599463, 0.6198321090859833, 0.0, 
0.649788348400057, 0.5005250122811601, 0.5811125726537734, 0.0, 
0.679384166056281, 0.570484425626892, 0.6165211836139082, 0.0, 
0.602574547340955, 0.5089649332211235, 0.5345354165589316, 0.0, 
0.6891682008391132, 0.5044673110474466, 0.6265932074332834, 0.0, 
0.6168268439516007, 0.48363356229452803, 0.5395361848471407, 0.0, 
0.649788348400057, 0.5005250122811601, 0.5811125726537734, 0.0, 
0.6165943367126535, 0.5085908573890251, 0.5499252852291174, 0.0, 
0.6608709725864282, 0.5466166787866665, 0.5980528276821776, 0.0, 
