Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.5648861906757507, 0.46982117388961964, 0.5335313514530359, 0.0, 
0.5788705945560566, 0.5320306611874737, 0.5442746650072713, 0.0, 
0.572681372977664, 0.5508919769917274, 0.5470413586868104, 0.0, 
0.6815737988228725, 0.31360596635159876, 0.5983803797420183, 0.0, 
0.581070305332318, 0.5086968711148202, 0.5489764602055084, 0.0, 
0.5952734786869491, 0.5465888334523671, 0.5653507286560986, 0.0, 
0.574753852328794, 0.5215059999519687, 0.5314813863556821, 0.0, 
0.5926580222732334, 0.5312484487252213, 0.5354083970430523, 0.0, 
0.5780958530635676, 0.49943984683884685, 0.5509175932175308, 0.0, 
0.5686453918145088, 0.40876412050877403, 0.5079862509447028, 0.0, 
0.5847492639514104, 0.534026942803381, 0.5586639229742243, 0.0, 
0.5593081048424007, 0.4856788485957505, 0.5216287904979557, 0.0, 
0.5810291103358487, 0.49598338647961343, 0.5526643849919917, 0.0, 
0.5519078229169841, 0.46666889097723946, 0.5134018228823891, 0.0, 
0.5572453781315273, 0.5116821144267867, 0.5295952879425286, 0.0, 
0.5117333316337876, 0.46389267941889994, 0.4787301011711689, 0.0, 
0.538742254139774, 0.47009110365010026, 0.5150585499727242, 0.0, 
0.5271462417770375, 0.452795604017038, 0.5004210530945742, 0.0, 
0.5378743758829755, 0.4455242714156248, 0.5034591331628363, 0.0, 
0.5301544209804002, 0.4479875457631261, 0.4896993903501056, 0.0, 
0.5376898257086278, 0.49370148042651035, 0.5087644301450934, 0.0, 
0.5817503673170712, 0.5139135143034048, 0.54198329452388, 0.0, 
0.5373121826705721, 0.46532132233349294, 0.5055094297013563, 0.0, 
0.5086317275550573, 0.43645887232101205, 0.4737164150048129, 0.0, 
0.5481154369421631, 0.48060901304361875, 0.5212582894598758, 0.0, 
