Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.4963784826221424, 0.5122209348175772, 0.48922325441467773, 0.0, 
0.4523022376694533, 0.4322504860988033, 0.44390563294221713, 0.0, 
0.5172223816443526, 0.5087427955250508, 0.5047070420679158, 0.0, 
0.5503381412427243, 0.5378351132983672, 0.5427295856465776, 0.0, 
0.5716936043437821, 0.5628080986466311, 0.5645821089197499, 0.0, 
0.5520861758381614, 0.5258281510536161, 0.5365022363544523, 0.0, 
0.4371021819415264, 0.450719833253948, 0.42109574582715903, 0.0, 
0.5387680706901017, 0.4926342234791815, 0.531759408090613, 0.0, 
0.4714123852835583, 0.47115335658824203, 0.4704256347241796, 0.0, 
0.5668267721529354, 0.5418986290739931, 0.5621830404277649, 0.0, 
0.4980415437128937, 0.508629301896038, 0.48961789800586836, 0.0, 
0.4121781856232211, 0.42798712756608487, 0.40677697828191817, 0.0, 
0.4973460301187021, 0.46959599569063293, 0.4995752558356967, 0.0, 
0.5290296178861826, 0.5303483054610973, 0.519643127031284, 0.0, 
0.39470335102914417, 0.3936685356429606, 0.38427692388507867, 0.0, 
0.5094445490297748, 0.5322908669578639, 0.5019394085568246, 0.0, 
0.4856503531684314, 0.43855072661686234, 0.4790797625369325, 0.0, 
0.565962947538276, 0.5539119605411609, 0.5554683517735495, 0.0, 
0.48824412580062404, 0.4542619431509463, 0.4705528927975457, 0.0, 
0.44134289363949136, 0.44375936321948495, 0.43723067281213807, 0.0, 
0.4642340159521589, 0.4715232862606165, 0.4371081490762678, 0.0, 
0.5747542259103372, 0.5549316418350513, 0.5716629297678161, 0.0, 
0.5004565033280775, 0.49236068515906556, 0.503213057405667, 0.0, 
0.5048462959102433, 0.49726697259556035, 0.5038434705772525, 0.0, 
0.5508451911534986, 0.5259667376694107, 0.5447005756462113, 0.0, 
